,Source,Destination,Class
2810,7021,6459,1
2811,7021,5210,1
2812,7021,5338,1
2813,7021,2345,1
2814,7021,6533,1
2815,877,739,1
2816,877,3065,1
2817,877,3401,1
2818,877,3069,1
2819,877,3520,1
2820,877,4196,1
2821,877,6917,1
2822,877,3462,1
2823,877,1481,1
2824,877,7112,1
2825,877,5628,1
2826,877,3050,1
2827,877,7053,1
2828,877,6941,1
2829,877,4694,1
2830,877,1773,1
2831,877,1002,1
2832,877,3784,1
2833,877,5519,1
2834,877,6812,1
2835,877,2872,1
2836,877,2887,1
2837,877,5451,1
2838,877,4408,1
2839,877,5569,1
2840,877,5571,1
2841,877,3243,1
2842,877,932,1
2843,877,5466,1
2844,877,6750,1
2845,877,2125,1
2846,877,1804,1
2847,877,1812,1
2848,877,7119,1
2849,877,2345,1
2850,877,1399,1
2851,877,2330,1
2852,878,1382,1
2853,878,5969,1
2854,2928,5969,1
2855,2928,5731,1
2856,2928,3621,1
2857,2928,5747,1
2858,2928,5710,1
2859,2928,3740,1
2860,2928,6808,1
2861,2928,7057,1
2862,2928,4887,1
2863,2928,3787,1
2864,2928,3553,1
2865,2928,3566,1
2866,2928,5298,1
2867,2928,3715,1
2868,2928,4700,1
2869,2928,6787,1
2870,2928,5467,1
2871,2928,6882,1
2872,2928,6404,1
2873,2928,6581,1
2874,2927,4949,1
2875,2927,3401,1
2876,4979,5802,1
2877,4979,2087,1
2878,2934,3845,1
2879,2934,4949,1
2880,2934,5069,1
2881,2934,3401,1
2882,2934,1904,1
2883,2934,4242,1
2884,2934,5467,1
2885,2934,6459,1
2886,2934,5210,1
2887,2934,3436,1
2888,4976,4949,1
2889,4984,5269,1
2890,890,1059,1
2891,890,1402,1
2892,890,2669,1
2893,890,4921,1
2894,890,3747,1
2895,890,2381,1
2896,890,6810,1
2897,890,7053,1
2898,890,3377,1
2899,890,2466,1
2900,890,2362,1
2901,890,1924,1
2902,890,5934,1
2903,890,2106,1
2904,901,4303,1
2905,901,4444,1
2906,901,6716,1
2907,901,1601,1
2908,901,6731,1
2909,901,919,1
2910,906,4374,1
2911,906,4090,1
2912,5007,5969,1
2913,5007,5730,1
2914,5007,6199,1
2915,5007,5789,1
2916,5007,5269,1
2917,7060,4949,1
2918,7060,5428,1
2919,7060,5969,1
2920,919,4444,1
2921,919,4611,1
2922,919,3706,1
2923,919,4303,1
2924,919,2997,1
2925,919,1414,1
2926,919,5730,1
2927,919,5931,1
2928,2967,5945,1
2929,2967,4949,1
2930,932,2934,1
2931,932,5554,1
2932,932,2872,1
2933,932,2887,1
2934,932,1958,1
2935,932,2218,1
2936,932,3616,1
2937,932,2275,1
2938,932,3621,1
2939,932,739,1
2940,932,5338,1
2941,932,5569,1
2942,932,4611,1
2943,932,3638,1
2944,932,3237,1
2945,932,3747,1
2946,932,1904,1
2947,932,3243,1
2948,932,3520,1
2949,932,4196,1
2950,932,6917,1
2951,932,4242,1
2952,932,7021,1
2953,932,1481,1
2954,932,3198,1
2955,932,3173,1
2956,932,5628,1
2957,932,6750,1
2958,932,2247,1
2959,932,3320,1
2960,932,6941,1
2961,932,1002,1
2962,932,2345,1
2963,932,5451,1
2964,932,4439,1
2965,932,6533,1
2966,938,788,1
2967,938,4196,1
2968,938,6357,1
2969,938,4444,1
2970,938,5842,1
2971,938,5969,1
2972,938,6202,1
2973,938,4702,1
2974,938,1483,1
2975,938,6716,1
2976,938,6808,1
2977,938,3285,1
2978,938,4076,1
2979,938,3320,1
2980,938,1773,1
2981,938,1812,1
2982,938,2304,1
2983,938,2845,1
2984,938,1869,1
2985,938,5569,1
2986,938,2202,1
2987,2987,5969,1
2988,2987,4124,1
2989,2987,5747,1
2990,2987,4524,1
2991,941,173,1
2992,941,5789,1
2993,941,5969,1
2994,941,1283,1
2995,948,4639,1
2996,948,3138,1
2997,948,4624,1
2998,948,6808,1
2999,948,5802,1
3000,7093,6716,1
3001,7093,5825,1
3002,7093,6755,1
3003,7093,5315,1
3004,2997,4621,1
3005,2997,4518,1
3006,2997,3495,1
3007,2997,3499,1
3008,2997,3401,1
3009,2997,3739,1
3010,2997,5742,1
3011,2997,6910,1
3012,2997,5269,1
3013,2997,4639,1
3014,2997,5191,1
3015,2997,5945,1
3016,2997,4847,1
3017,2997,5969,1
3018,2997,6335,1
3019,2997,4841,1
3020,2997,5789,1
3021,2997,4129,1
3022,2997,4135,1
3023,2997,5007,1
3024,2997,4444,1
3025,2997,6621,1
3026,2997,3829,1
3027,2997,4700,1
3028,2997,6321,1
3029,2997,6563,1
3030,2997,823,1
3031,2997,5624,1
3032,2997,5730,1
3033,2997,4374,1
3034,2997,4949,1
3035,2997,6645,1
3036,952,2026,1
3037,952,5842,1
3038,952,5269,1
3039,952,6716,1
3040,952,4863,1
3041,952,4949,1
3042,952,5977,1
3043,952,3401,1
3044,952,1924,1
3045,952,6033,1
3046,958,1924,1
3047,966,2845,1
3048,966,1869,1
3049,966,4949,1
3050,966,4808,1
3051,971,4196,1
3052,971,6357,1
3053,971,5312,1
3054,971,5792,1
3055,971,5569,1
3056,5068,6368,1
3057,5069,5969,1
3058,5069,5338,1
3059,5069,2345,1
3060,5069,5569,1
3061,972,6221,1
3062,972,5913,1
3063,972,3558,1
3064,972,739,1
3065,972,1059,1
3066,972,3765,1
3067,972,6808,1
3068,972,6931,1
3069,3021,3401,1
3070,3021,6056,1
3071,3021,5842,1
3072,3021,4949,1
3073,5073,6921,1
3074,3026,4406,1
3075,3026,3285,1
3076,3026,4949,1
3077,7125,4949,1
3078,3031,4949,1
3079,3031,3566,1
3080,3031,4531,1
3081,3031,5419,1
3082,3031,3740,1
3083,3031,4595,1
3084,3031,6001,1
3085,3031,3320,1
3086,3031,4539,1
3087,3031,5686,1
3088,3031,6024,1
3089,3031,3990,1
3090,3031,5825,1
3091,3031,3664,1
3092,986,5224,1
3093,986,2987,1
3094,986,1351,1
3095,986,2934,1
3096,986,5792,1
3097,986,1978,1
3098,986,6778,1
3099,986,2428,1
3100,986,4949,1
3101,986,1773,1
3102,986,1472,1
3103,991,3047,1
3104,991,1924,1
3105,3042,1059,1
3106,3042,5969,1
3107,3042,6202,1
3108,3042,5315,1
3109,3042,3243,1
3110,3042,5945,1
3111,3042,5802,1
3112,3042,6941,1
3113,3042,2423,1
3114,3042,6368,1
3115,3042,5214,1
3116,3042,6755,1
3117,5091,5969,1
3118,5091,4219,1
3119,5095,5269,1
3120,3047,3465,1
3121,3047,5554,1
3122,3047,5731,1
3123,3047,6001,1
3124,3047,4949,1
3125,3047,4235,1
3126,3047,6042,1
3127,3047,6404,1
3128,3047,4143,1
3129,3050,5269,1
3130,3050,6750,1
3131,3050,5987,1
3132,1002,4196,1
3133,1002,2345,1
3134,1002,3198,1
3135,1002,2887,1
3136,1002,6750,1
3137,1002,4863,1
3138,1002,3173,1
3139,1002,2125,1
3140,1002,5569,1
3141,1002,367,1
3142,1002,3243,1
3143,1003,4913,1
3144,1003,2997,1
3145,1003,3739,1
3146,1003,2330,1
3147,1003,3084,1
3148,5100,5569,1
3149,5100,5842,1
3150,5100,6808,1
3151,5100,5312,1
3152,3053,5979,1
3153,3053,5842,1
3154,3053,4949,1
3155,3053,4816,1
3156,3053,5428,1
3157,3053,3285,1
3158,3053,5269,1
3159,3055,5224,1
3160,3055,5228,1
3161,3055,5428,1
3162,3055,4949,1
3163,5104,393,1
3164,5104,3462,1
3165,5104,6210,1
3166,5104,5283,1
3167,5104,2202,1
3168,5104,4090,1
3169,5108,5428,1
3170,3065,5569,1
3171,3065,5825,1
3172,3069,3275,1
3173,3069,4884,1
3174,5120,5554,1
3175,5120,2345,1
3176,3084,5945,1
3177,3084,5138,1
3178,3084,4949,1
3179,1041,5842,1
3180,1041,1351,1
3181,1041,6357,1
3182,1041,4702,1
3183,1041,5100,1
3184,1041,5768,1
3185,1041,4314,1
3186,1041,4816,1
3187,1041,3462,1
3188,1041,2781,1
3189,1041,3520,1
3190,1042,4196,1
3191,1042,7043,1
3192,1042,6033,1
3193,1042,4439,1
3194,1042,3401,1
3195,1042,1598,1
3196,1042,2887,1
3197,1042,3343,1
3198,1042,6716,1
3199,1042,4150,1
3200,1042,3886,1
3201,1042,1650,1
3202,1042,2345,1
3203,1042,3050,1
3204,1042,5269,1
3205,5138,6482,1
3206,5138,5541,1
3207,5138,5611,1
3208,5138,6801,1
3209,5138,899,1
3210,5138,5191,1
3211,5138,5690,1
3212,5138,5523,1
3213,5138,5302,1
3214,5138,5269,1
3215,1044,3458,1
3216,1044,5787,1
3217,1044,5824,1
3218,1044,2447,1
3219,1044,7053,1
3220,1044,4191,1
3221,1044,1283,1
3222,1044,4524,1
3223,1047,4949,1
3224,1047,2088,1
3225,1050,3902,1
3226,1050,4949,1
3227,1050,5428,1
3228,5149,6357,1
3229,5155,6393,1
3230,5155,5466,1
3231,1059,6221,1
3232,1059,6778,1
3233,1059,6931,1
3234,1059,7109,1
3235,1059,6661,1
3236,1059,6279,1
3237,1059,6393,1
3238,1059,6138,1
3239,3117,5276,1
3240,3117,5842,1
3241,3117,4949,1
3242,3117,4406,1
3243,3117,5419,1
3244,3119,6931,1
3245,3119,5191,1
3246,3119,2257,1
3247,3119,4219,1
3248,3119,4949,1
3249,1075,1414,1
3250,3124,4314,1
3251,3124,4406,1
3252,3124,5969,1
3253,3124,5428,1
3254,3124,6661,1
3255,1080,5987,1
3256,1080,4949,1
3257,1080,3401,1
3258,3132,3739,1
3259,1085,1473,1
3260,1085,2345,1
3261,1085,2186,1
3262,1085,2381,1
3263,1089,4196,1
3264,1089,1120,1
3265,1089,1557,1
3266,1089,2887,1
3267,1089,3285,1
3268,1089,4076,1
3269,1089,2732,1
3270,1089,1414,1
3271,1089,6136,1
3272,1089,4949,1
3273,1089,5569,1
3274,1089,6101,1
3275,1089,1472,1
3276,1089,2447,1
3277,1089,6357,1
3278,1089,5842,1
3279,1089,6056,1
3280,1089,4702,1
3281,1089,6812,1
3282,1089,6808,1
3283,1089,2762,1
3284,1089,1773,1
3285,1089,4709,1
3286,1089,3031,1
3287,1089,5768,1
3288,1089,3320,1
3289,1089,1483,1
3290,1089,5315,1
3291,1089,1924,1
3292,5186,5945,1
3293,5186,5969,1
3294,3138,3713,1
3295,3138,4143,1
3296,5191,899,1
3297,5191,5523,1
3298,5191,6335,1
3299,5197,5979,1
3300,5197,5228,1
3301,1106,5995,1
3302,1106,1654,1
3303,1110,1924,1
3304,1110,6404,1
3305,5209,788,1
3306,5209,4949,1
3307,5210,5451,1
3308,5210,2345,1
3309,5214,1059,1
3310,5214,5298,1
3311,5215,6986,1
3312,1120,2447,1
3313,1120,6244,1
3314,1120,4027,1
3315,1120,4949,1
3316,1124,132,1
3317,1124,1924,1
3318,3173,6459,1
3319,3173,5338,1
3320,3173,5138,1
3321,3173,5569,1
3322,3173,1904,1
3323,3173,6917,1
3324,3173,5419,1
3325,3173,6465,1
3326,3173,2345,1
3327,3173,3371,1
3328,1126,6741,1
3329,1126,4949,1
3330,1126,6716,1
3331,1126,2928,1
3332,5224,5910,1
3333,5224,2949,1
3334,5224,5675,1
3335,5224,6555,1
3336,5224,5686,1
3337,1131,4949,1
3338,5228,5731,1
3339,5228,5611,1
3340,5228,5396,1
3341,5228,6787,1
3342,5228,1209,1
3343,5228,5302,1
3344,5228,7015,1
3345,5228,6131,1
3346,5228,5710,1
3347,5228,6890,1
3348,3184,4196,1
3349,3184,5509,1
3350,3185,5979,1
3351,5234,7043,1
3352,5234,6689,1
3353,5234,5979,1
3354,3198,6033,1
3355,3198,2345,1
3356,3198,5571,1
3357,3198,6091,1
3358,3204,4949,1
3359,3204,3401,1
3360,1158,4196,1
3361,1158,3462,1
3362,1158,1557,1
3363,1158,4098,1
3364,1158,6716,1
3365,1158,4732,1
3366,1158,1186,1
3367,1158,3450,1
3368,1158,1948,1
3369,1158,4203,1
3370,1158,3840,1
3371,1158,5315,1
3372,1158,6731,1
3373,1158,3042,1
3374,1158,6101,1
3375,1158,6404,1
3376,1158,4439,1
3377,5256,7043,1
3378,1161,6931,1
3379,1161,5768,1
3380,1161,5138,1
3381,1161,4962,1
3382,1162,4196,1
3383,1162,6741,1
3384,1162,6802,1
3385,1162,5842,1
3386,1162,5269,1
3387,1162,3925,1
3388,1162,2887,1
3389,1162,1773,1
3390,1162,1924,1
3391,1162,4949,1
3392,1163,2275,1
3393,1165,4196,1
3394,1165,2262,1
3395,1165,4098,1
3396,1165,6056,1
3397,1165,5467,1
3398,1165,3990,1
3399,1165,4949,1
3400,1165,2732,1
3401,1165,6033,1
3402,1165,3886,1
3403,1165,5396,1
3404,1165,1773,1
3405,1165,5825,1
3406,1165,5731,1
3407,3219,5228,1
3408,3219,3621,1
3409,3219,3401,1
3410,3219,4949,1
3411,3219,2590,1
3412,5268,5802,1
3413,5268,6019,1
3414,5269,4135,1
3415,5269,4793,1
3416,5269,6741,1
3417,5269,6661,1
3418,5276,6778,1
3419,5276,7104,1
3420,1184,1924,1
3421,1184,4016,1
3422,1184,6783,1
3423,1184,2034,1
3424,1184,4913,1
3425,1184,6136,1
3426,1184,2466,1
3427,1186,2719,1
3428,1186,2284,1
3429,1186,2997,1
3430,1186,5269,1
3431,1186,1402,1
3432,1186,1472,1
3433,1186,4949,1
3434,5283,6808,1
3435,5283,5569,1
3436,5283,6533,1
3437,3237,5554,1
3438,3237,5396,1
3439,3237,5451,1
3440,3237,6227,1
3441,3237,1237,1
3442,3237,6917,1
3443,3237,6808,1
3444,3237,4796,1
3445,3237,6941,1
3446,3237,3715,1
3447,3237,2345,1
3448,3237,5243,1
3449,3241,5276,1
3450,3241,4949,1
3451,1193,2044,1
3452,1193,1804,1
3453,1193,4949,1
3454,3243,6917,1
3455,3243,3462,1
3456,3243,5554,1
3457,3243,5628,1
3458,3243,3268,1
3459,3243,6459,1
3460,3243,5315,1
3461,3243,6941,1
3462,3243,3520,1
3463,3243,5451,1
3464,3243,5569,1
3465,3243,739,1
3466,3243,2345,1
3467,1198,4630,1
3468,1198,792,1
3469,1198,5758,1
3470,1198,972,1
3471,1198,2106,1
3472,3248,1059,1
3473,3248,2345,1
3474,5298,5768,1
3475,5298,1059,1
3476,5303,4196,1
3477,5303,6357,1
3478,5303,6716,1
3479,3256,5768,1
3480,3263,3991,1
3481,3263,5802,1
3482,3263,3397,1
3483,5312,5969,1
3484,5312,6033,1
3485,5312,5569,1
3486,5312,6600,1
3487,5312,6812,1
3488,5312,2345,1
3489,5312,7057,1
3490,5315,1059,1
3491,5315,6436,1
3492,5315,5569,1
3493,5315,5748,1
3494,5315,5842,1
3495,5315,6118,1
3496,5315,6001,1
3497,5315,5825,1
3498,5315,6755,1
3499,1219,6136,1
3500,1219,6806,1
3501,1219,4949,1
3502,3268,972,1
3503,3268,6651,1
3504,3268,5338,1
3505,3268,4524,1
3506,3268,4979,1
3507,3268,3305,1
3508,3268,4681,1
3509,3268,3533,1
3510,3268,5215,1
3511,3268,2345,1
3512,3268,6533,1
3513,1226,2719,1
3514,1226,3797,1
3515,1226,899,1
3516,1226,3991,1
3517,1226,5191,1
3518,1226,5912,1
3519,1226,5969,1
3520,3275,4337,1
3521,3275,6651,1
3522,3275,4370,1
3523,3275,2345,1
3524,1235,4949,1
3525,1237,6921,1
3526,5333,5886,1
3527,5333,4793,1
3528,5333,6931,1
3529,5333,6190,1
3530,5333,5987,1
3531,5333,5569,1
3532,5333,6101,1
3533,5333,1237,1
3534,1238,5269,1
3535,1238,3739,1
3536,1238,4863,1
3537,1238,2740,1
3538,1238,1924,1
3539,1238,2044,1
3540,1238,5759,1
3541,1238,5428,1
3542,3285,6203,1
3543,3285,4191,1
3544,3285,6809,1
3545,3285,5945,1
3546,3285,5530,1
3547,3285,3084,1
3548,3285,6637,1
3549,3285,3551,1
3550,3285,5541,1
3551,3285,4254,1
3552,3285,6778,1
3553,3285,4949,1
3554,3285,3668,1
3555,3285,4524,1
3556,3285,3894,1
3557,3285,7044,1
3558,3285,2967,1
3559,3285,6130,1
3560,3285,3440,1
3561,3285,5187,1
3562,3285,4818,1
3563,3285,5950,1
3564,3285,6393,1
3565,3285,6404,1
3566,3288,3401,1
3567,3288,3440,1
3568,3288,4709,1
3569,3288,4949,1
3570,5338,6001,1
3571,5338,5730,1
3572,5338,5554,1
3573,5338,5451,1
3574,5338,5569,1
3575,5338,6244,1
3576,5338,1904,1
3577,5338,6750,1
3578,5338,2345,1
3579,1246,2605,1
3580,1246,6716,1
3581,1246,4949,1
3582,3297,4949,1
3583,5350,6368,1
3584,3305,4004,1
3585,3305,2345,1
3586,3305,3706,1
3587,5355,7043,1
3588,3320,4004,1
3589,3320,5787,1
3590,3320,5228,1
3591,3320,2345,1
3592,3320,3520,1
3593,3320,4196,1
3594,3320,6357,1
3595,3320,5842,1
3596,3320,4968,1
3597,3320,5350,1
3598,3320,5303,1
3599,3320,5749,1
3600,3320,5100,1
3601,3320,4702,1
3602,3320,6812,1
3603,3320,4597,1
3604,3320,3198,1
3605,5369,1059,1
3606,1277,5842,1
3607,1277,1773,1
3608,1277,2295,1
3609,1283,6475,1
3610,1283,5276,1
3611,1283,4887,1
3612,1283,2987,1
3613,1283,6600,1
3614,1283,6716,1
3615,1283,2547,1
3616,1283,2872,1
3617,1283,972,1
3618,1283,4949,1
3619,1283,1257,1
3620,1283,3739,1
3621,1283,4624,1
3622,1283,2098,1
3623,1283,5228,1
3624,1283,5402,1
3625,1283,3237,1
3626,1283,6651,1
3627,1283,1428,1
3628,1283,2845,1
3629,1283,4913,1
3630,1283,2106,1
3631,1283,4191,1
3632,1283,2011,1
3633,1283,1912,1
3634,1283,2295,1
3635,1283,5766,1
3636,1283,3819,1
3637,1283,6882,1
3638,1283,2423,1
3639,1283,6203,1
3640,1283,1869,1
3641,1283,1655,1
3642,1286,4949,1
3643,3335,5931,1
3644,1290,2732,1
3645,1290,1924,1
3646,1290,4076,1
3647,1290,1812,1
3648,1290,6731,1
3649,1290,5569,1
3650,1290,6359,1
3651,1290,6808,1
3652,1290,4143,1
3653,5387,5530,1
3654,3342,3739,1
3655,3342,4913,1
3656,3345,4949,1
3657,5396,6750,1
3658,5396,5854,1
3659,5396,6033,1
3660,5400,5945,1
3661,3353,5931,1
3662,5402,7043,1
3663,3354,4949,1
3664,3354,6056,1
3665,5403,6056,1
3666,5408,4949,1
3667,1313,1414,1
3668,5409,6056,1
3669,5417,1059,1
3670,5417,5312,1
3671,5417,6244,1
3672,5419,5825,1
3673,1327,6802,1
3674,1327,1237,1
3675,1327,1535,1
3676,1327,7021,1
3677,1327,5945,1
3678,1327,6716,1
3679,3377,6056,1
3680,3377,2087,1
3681,3377,5913,1
3682,3377,4884,1
3683,3378,4949,1
3684,3379,6001,1
3685,3379,4314,1
3686,3379,4444,1
3687,3379,6118,1
3688,3379,5802,1
3689,5428,5977,1
3690,5428,6091,1
3691,5428,6042,1
3692,5428,5969,1
3693,5428,6000,1
3694,5428,6343,1
3695,5428,6130,1
3696,5428,6921,1
3697,5428,6190,1
3698,5428,4793,1
3699,5428,5458,1
3700,5428,5592,1
3701,5428,5269,1
3702,5428,5842,1
3703,5428,6865,1
3704,5428,7004,1
3705,1334,1351,1
3706,1334,3725,1
3707,1334,2934,1
3708,1334,5969,1
3709,1334,3173,1
3710,1334,1984,1
3711,1334,2098,1
3712,1334,5338,1
3713,1334,3688,1
3714,1334,1904,1
3715,1334,1427,1
3716,1334,2114,1
3717,1334,6750,1
3718,1334,6199,1
3719,1334,6465,1
3720,1334,3436,1
3721,1334,4949,1
3722,1334,3371,1
3723,1334,7119,1
3724,1335,2719,1
3725,1335,5460,1
3726,1335,2882,1
3727,1335,5523,1
3728,1335,1380,1
3729,1335,4841,1
3730,1335,2447,1
3731,1335,4374,1
3732,1335,2257,1
3733,1335,972,1
3734,1335,5191,1
3735,1335,2439,1
3736,1335,6801,1
3737,3388,5569,1
3738,3389,4949,1
3739,3392,4949,1
3740,3396,5825,1
3741,3396,4949,1
3742,3397,2087,1
3743,3397,5276,1
3744,3397,3401,1
3745,3397,6357,1
3746,3399,2997,1
3747,3399,4949,1
3748,3399,5931,1
3749,3399,6136,1
3750,5447,5842,1
3751,3401,5276,1
3752,3401,3495,1
3753,3401,5283,1
3754,3401,5731,1
3755,3401,6661,1
3756,3401,5742,1
3757,3401,5302,1
3758,3401,6231,1
3759,3401,3986,1
3760,3401,5312,1
3761,3401,5776,1
3762,3401,4356,1
3763,3401,6714,1
3764,3401,6717,1
3765,3401,5333,1
3766,3401,5826,1
3767,3401,4923,1
3768,3401,4949,1
3769,3401,5396,1
3770,3401,5408,1
3771,3401,3895,1
3772,3401,5197,1
3773,3401,3646,1
3774,3401,6343,1
3775,3401,4111,1
3776,3401,4418,1
3777,3401,4439,1
3778,3401,4669,1
3779,3401,6402,1
3780,3401,5977,1
3781,3401,5979,1
3782,3401,6917,1
3783,3401,6448,1
3784,3401,3765,1
3785,3401,6930,1
3786,3401,6931,1
3787,3401,6001,1
3788,3401,4659,1
3789,3401,3597,1
3790,3401,4274,1
3791,3401,6223,1
3792,3401,4709,1
3793,3401,5592,1
3794,3401,5797,1
3795,3401,5269,1
3796,3401,6118,1
3797,3401,7053,1
3798,3401,3416,1
3799,3401,6722,1
3800,3401,4793,1
3801,3401,3935,1
3802,3401,3486,1
3803,1351,3436,1
3804,1351,5315,1
3805,1351,2345,1
3806,1351,6750,1
3807,1351,6755,1
3808,5451,5554,1
3809,5451,5569,1
3810,5451,6917,1
3811,5451,6459,1
3812,5451,6941,1
3813,5451,6135,1
3814,5451,2345,1
3815,3407,3797,1
3816,3407,3925,1
3817,5458,5269,1
3818,5458,4793,1
3819,3416,4949,1
3820,1370,4949,1
3821,5467,5842,1
3822,5467,6056,1
3823,5467,6359,1
3824,5467,4143,1
3825,5466,6600,1
3826,5466,6310,1
3827,5466,6035,1
3828,5466,5554,1
3829,1376,1059,1
3830,1376,6931,1
3831,1376,4016,1
3832,1376,1924,1
3833,1376,1883,1
3834,1378,5428,1
3835,1378,3925,1
3836,1378,4949,1
3837,1378,5228,1
3838,1380,3829,1
3839,1380,1821,1
3840,1382,5842,1
3841,1382,3462,1
3842,1382,3668,1
3843,1382,3895,1
3844,1382,5910,1
3845,1382,5945,1
3846,1382,2447,1
3847,1382,7053,1
3848,1382,4597,1
3849,1382,1773,1
3850,1382,3991,1
3851,1382,6033,1
3852,1382,2592,1
3853,1382,3285,1
3854,1385,2732,1
3855,1385,4949,1
3856,5482,6357,1
3857,5482,4949,1
3858,1387,4949,1
3859,1387,2218,1
3860,3436,4639,1
3861,3436,6199,1
3862,3436,6716,1
3863,3436,6645,1
3864,3436,5825,1
3865,3436,5338,1
3866,3436,1904,1
3867,5485,5969,1
3868,5485,5628,1
3869,5485,5802,1
3870,5485,6091,1
3871,5485,6368,1
3872,5485,5842,1
3873,1390,2447,1
3874,1390,1924,1
3875,1390,3653,1
3876,1390,5428,1
3877,1390,4949,1
3878,1390,6415,1
3879,3440,3902,1
3880,3440,5945,1
3881,3440,6716,1
3882,3440,4191,1
3883,1395,1924,1
3884,5494,3739,1
3885,1399,2719,1
3886,1399,6019,1
3887,1399,5969,1
3888,1399,972,1
3889,1399,2872,1
3890,1399,3765,1
3891,1399,6808,1
3892,1399,4155,1
3893,1399,5530,1
3894,1399,4374,1
3895,1399,4597,1
3896,1399,2451,1
3897,1399,5519,1
3898,1399,3715,1
3899,1399,593,1
3900,3449,3894,1
3901,1402,1554,1
3902,1402,5969,1
3903,1402,6716,1
3904,1402,4921,1
3905,1402,972,1
3906,1402,2669,1
3907,1402,2218,1
3908,1402,2381,1
3909,1402,2225,1
3910,1402,1059,1
3911,1402,3747,1
3912,1402,2106,1
3913,1402,4639,1
3914,1402,6138,1
3915,1402,5298,1
3916,1402,5417,1
3917,1402,5400,1
3918,1402,2362,1
3919,1402,5934,1
3920,1402,3886,1
3921,3450,4196,1
3922,3450,5569,1
3923,3450,6812,1
3924,3450,6808,1
3925,1407,5224,1
3926,1407,4949,1
3927,1407,6737,1
3928,1407,2928,1
3929,3458,4196,1
3930,3458,5842,1
3931,3458,3925,1
3932,3458,5945,1
3933,3458,4124,1
3934,3458,4155,1
3935,3458,5969,1
3936,3458,3706,1
3937,3458,4816,1
3938,3458,3784,1
3939,3458,4191,1
3940,3458,5485,1
3941,1411,1924,1
3942,1411,4004,1
3943,1411,5138,1
3944,1411,1869,1
3945,1411,4949,1
3946,1411,1414,1
3947,3460,4949,1
3948,5509,6750,1
3949,1414,2719,1
3950,1414,5276,1
3951,1414,2605,1
3952,1414,5851,1
3953,1414,5731,1
3954,1414,3558,1
3955,1414,6421,1
3956,1414,2732,1
3957,1414,3069,1
3958,1414,4406,1
3959,1414,3864,1
3960,1414,3688,1
3961,1414,1735,1
3962,1414,4611,1
3963,1414,4847,1
3964,1414,3520,1
3965,1414,6327,1
3966,1414,1542,1
3967,1414,7112,1
3968,1414,2059,1
3969,1414,6000,1
3970,1414,2294,1
3971,1414,3591,1
3972,1414,1753,1
3973,1414,5100,1
3974,1414,2524,1
3975,1414,3646,1
3976,1414,3990,1
3977,1414,5108,1
3978,1414,4902,1
3979,1414,4111,1
3980,1414,3219,1
3981,1414,4444,1
3982,1414,5228,1
3983,1414,5789,1
3984,1414,6714,1
3985,1414,6716,1
3986,1414,4219,1
3987,1414,5541,1
3988,1414,5007,1
3989,1414,2997,1
3990,1414,4341,1
3991,1414,2330,1
3992,1414,3946,1
3993,1414,5338,1
3994,1414,6436,1
3995,1414,4949,1
3996,1414,4016,1
3997,1414,2451,1
3998,1414,6210,1
3999,1414,4700,1
4000,1414,2458,1
4001,1414,3021,1
4002,1414,2009,1
4003,1414,4367,1
4004,1414,4251,1
4005,1414,2466,1
4006,1414,6755,1
4007,1414,4374,1
4008,1414,5957,1
4009,1414,6368,1
4010,1414,6402,1
4011,1414,2809,1
4012,1414,7080,1
4013,1414,2928,1
4014,1414,3379,1
4015,3462,4076,1
4016,3462,5569,1
4017,3462,4196,1
4018,3462,6357,1
4019,3462,6808,1
4020,3462,5100,1
4021,3462,4439,1
4022,3462,6812,1
4023,3462,4816,1
4024,3465,4374,1
4025,3465,4639,1
4026,3465,3840,1
4027,3465,4949,1
4028,1427,6917,1
4029,1427,4242,1
4030,1427,3173,1
4031,1427,4949,1
4032,1427,2732,1
4033,1427,3401,1
4034,1427,6465,1
4035,1427,7119,1
4036,1427,1984,1
4037,1427,2345,1
4038,1427,5569,1
4039,1427,5338,1
4040,1427,1904,1
4041,1427,2928,1
4042,1427,3436,1
4043,1428,2845,1
4044,1428,4282,1
4045,1428,2669,1
4046,5523,6600,1
4047,5523,5969,1
4048,5523,6001,1
4049,5523,899,1
4050,1433,5197,1
4051,1433,5402,1
4052,5530,5842,1
4053,5530,5768,1
4054,3485,739,1
4055,3485,5369,1
4056,3485,4639,1
4057,3485,4949,1
4058,3486,6001,1
4059,3486,2423,1
4060,3486,3688,1
4061,3486,3371,1
4062,3486,1904,1
4063,3486,4949,1
4064,1439,4639,1
4065,1439,4314,1
4066,1439,1924,1
4067,1439,6136,1
4068,1439,6716,1
4069,1439,4406,1
4070,1439,2740,1
4071,1439,1483,1
4072,1439,5428,1
4073,1439,4949,1
4074,3492,4949,1
4075,1446,1924,1
4076,3495,4196,1
4077,3495,4949,1
4078,3499,5913,1
4079,3499,4282,1
4080,3499,7053,1
4081,3499,4913,1
4082,3499,5931,1
4083,3499,4439,1
4084,5550,5591,1
4085,3504,1414,1
4086,1458,5802,1
4087,1458,5969,1
4088,5554,6202,1
4089,5554,6750,1
4090,5554,6941,1
4091,5554,2345,1
4092,5556,6931,1
4093,1462,2799,1
4094,1462,6199,1
4095,1462,2345,1
4096,1464,2719,1
4097,1464,5628,1
4098,1464,3706,1
4099,1464,4597,1
